cenário,método,MAE,RMSE,MAE_kW,RMSE_kW,MRE
bloco 10%,SAITS (DMSA+ORT) [s44],0.17064210772514343,0.2755644917488098,18.375465393066406,60.202056884765625,0.0562039315700531
bloco 10%,SAITS-2P (refinamento) [s44],0.17091263830661774,0.2757323980331421,18.270177841186523,59.17802810668945,0.055881891399621964
bloco 10%,SAITS-FFT (proposto) [s44],0.1729193925857544,0.27688443660736084,18.631006240844727,60.33610153198242,0.056985534727573395
bloco 10%,média da janela,0.7883704900741577,0.9344150424003601,106.61819458007812,310.1080017089844,0.3261066675186157
bloco 10%,último valor (ffill),0.7727970480918884,1.1011674404144287,107.85781860351562,403.45074462890625,0.32989823818206787
bloco 10%,interpolação linear,0.5660394430160522,0.8192193508148193,73.38412475585938,274.4500732421875,0.22445560991764069
bloco 25%,BERT (proposto) [s42],0.1756395399570465,0.27389398217201233,19.04499053955078,65.02161407470703,0.05809389799833298
bloco 25%,SAITS (DMSA+ORT) [s42],0.1755080372095108,0.2773299515247345,18.824583053588867,63.47275161743164,0.05742157995700836
bloco 25%,SAITS-2P (refinamento) [s42],0.17374587059020996,0.27328765392303467,18.564661026000977,63.965301513671875,0.05662873014807701
bloco 25%,SAITS-FFT (proposto) [s42],0.17705373466014862,0.27791160345077515,18.912683486938477,64.5218505859375,0.057690318673849106
bloco 25%,BERT (proposto) [s43],0.178778737783432,0.278706431388855,19.31464195251465,65.36759185791016,0.05891643092036247
bloco 25%,SAITS (DMSA+ORT) [s43],0.1721147745847702,0.27123594284057617,18.41724967956543,63.03670120239258,0.056179072707891464
bloco 25%,SAITS-2P (refinamento) [s43],0.16983897984027863,0.2679081857204437,18.141742706298828,62.737144470214844,0.055338677018880844
bloco 25%,SAITS-FFT (proposto) [s43],0.1734202355146408,0.27374231815338135,18.401330947875977,63.028682708740234,0.056130509823560715
bloco 25%,BERT (proposto) [s44],0.1773202270269394,0.2778056263923645,19.138935089111328,65.54029083251953,0.05838046222925186
bloco 25%,SAITS (DMSA+ORT) [s44],0.17354245483875275,0.27510133385658264,18.482521057128906,63.53631591796875,0.05637817084789276
bloco 25%,SAITS-2P (refinamento) [s44],0.17378629744052887,0.27584537863731384,18.34450340270996,63.168731689453125,0.05595717206597328
bloco 25%,SAITS-FFT (proposto) [s44],0.17617015540599823,0.2764129936695099,18.829492568969727,64.1173324584961,0.05743655562400818
bloco 25%,média da janela,0.7987185716629028,0.9445580840110779,105.93229675292969,300.28167724609375,0.32313066720962524
bloco 25%,último valor (ffill),0.7808647751808167,1.1090141534805298,102.81620025634766,379.10693359375,0.3136254549026489
bloco 25%,interpolação linear,0.5756059288978577,0.8321355581283569,72.9034423828125,261.01116943359375,0.22238107025623322
bloco 50%,BERT (proposto) [s42],0.18766334652900696,0.2977486252784729,20.298410415649414,62.9407958984375,0.060827676206827164
bloco 50%,SAITS (DMSA+ORT) [s42],0.18728330731391907,0.3001719117164612,20.087570190429688,62.70042037963867,0.060195859521627426
bloco 50%,SAITS-2P (refinamento) [s42],0.18313215672969818,0.29321184754371643,19.493804931640625,61.67966079711914,0.05841653421521187
bloco 50%,SAITS-FFT (proposto) [s42],0.1902916580438614,0.302521288394928,20.327882766723633,63.556884765625,0.0609159953892231
bloco 50%,BERT (proposto) [s43],0.19114546477794647,0.30412817001342773,20.738849639892578,64.01665496826172,0.06214752793312073
bloco 50%,SAITS (DMSA+ORT) [s43],0.18329480290412903,0.2935386598110199,19.584699630737305,61.190269470214844,0.05868891626596451
bloco 50%,SAITS-2P (refinamento) [s43],0.17982205748558044,0.28908470273017883,19.143957138061523,60.306968688964844,0.05736815556883812
bloco 50%,SAITS-FFT (proposto) [s43],0.1857972890138626,0.29773998260498047,19.874982833862305,62.64405822753906,0.05955880507826805
bloco 50%,BERT (proposto) [s44],0.18912309408187866,0.30118241906166077,20.405258178710938,63.809844970703125,0.06114786118268967
bloco 50%,SAITS (DMSA+ORT) [s44],0.18527108430862427,0.2980446219444275,19.819910049438477,62.26552963256836,0.05939376726746559
bloco 50%,SAITS-2P (refinamento) [s44],0.18366248905658722,0.2967115640640259,19.53754997253418,62.474853515625,0.05854762718081474
bloco 50%,SAITS-FFT (proposto) [s44],0.18950201570987701,0.3014122545719147,20.375232696533203,63.44374084472656,0.061057887971401215
bloco 50%,média da janela,0.7971876859664917,0.9492642283439636,107.64122009277344,305.614501953125,0.3225654065608978
bloco 50%,último valor (ffill),0.7863721251487732,1.1161606311798096,101.02639770507812,350.59442138671875,0.30274295806884766
bloco 50%,interpolação linear,0.5758362412452698,0.8318451642990112,72.46124267578125,244.97036743164062,0.21714256703853607
